Reference;Planet name;Column 3
7464;Vipera;Vipera
6419;Susono;Susono
14186;Virgiliofos;Virgiliofos
204839;Suzhouyuanlin;Suzhouyuanlin
1371;Resi;Resi
17805;Svestka;"&#352;vestka"
120405;Svyatylivka;Svyatylivka
1030;Vitja;Vitja
1104;Syringa;Syringa
7028;Tachikawa;Tachikawa
7633;Volodymyr;Volodymyr
158520;Ricardoferreira;Ricardoferreira
28945;Taideding;Taideding
12191;Vorontsova;Vorontsova
2514;Taiyuan;Taiyuan
10956;Vosges;Vosges
262705;Vosne-Romanee;Vosne-Romanee
635;Vundtia;Vundtia
210983;Wadeparker;Wadeparker
183357;Rickshelton;Rickshelton
11201;Talich;Talich
8399;Wakamatsu;Wakamatsu
11706;Rijeka;Rijeka
326;Tamara;Tamara
1084;Tamariwa;Tamariwa
84417;Ritabo;Ritabo
121313;Tamsin;Tamsin
12492;Tanais;Tanais
29850;Tanakagyou;Tanakagyou
6057;Robbia;Robbia
176103;Waynejohnson;Waynejohnson
8571;Taniguchi;Taniguchi
12431;Webster;Webster
129321;Tannercampbell;Tannercampbell
7587;Weckmann;Weckmann
15295;Tante;Riek
115326;Wehinger;Wehinger
4729;Mikhailmil';Mikhailmil'
6959;Mikkelkocha;Mikkelkocha
296525;Milanovskiy;Milanovskiy
71480;Roberthatt;Roberthatt
14919;Robertohaver;Robertohaver
6188;Robertpepin;Robertpepin
410475;Robertschulz;Robertschulz
90709;Wettin;Wettin
101777;Robhoskins;Robhoskins
11881;Mirstation;Mirstation
109573;Mishasmirnov;Mishasmirnov
18572;Rocher;Rocher
5334;Mishima;Mishima
3579;Rockholt;Rockholt
3111;Misuzu;Misuzu
4465;Rodita;Rodita
150035;Williamson;Williamson
24709;Mitau;Mitau
1657;Roemera;Roemera
12137;Williefowler;Williefowler
4486;Mithra;Mithra
264474;Rogerclark;Rogerclark
90487;Witherspoon;Witherspoon
852;Wladilena;Wladilena
7686;Wolfernst;Wolfernst
15925;Rokycany;Rokycany
15903;Rolandflorrie;Rolandflorrie
12870;Rolandmeier;Rolandmeier
22994;Workman;Workman
13703;Romero;Romero
1747;Wright;Wright
10296;Rominadisisto;Rominadisisto
11595;Monsummano;Monsummano
15228;Ronmiller;Ronmiller
17606;Wumengchao;Wumengchao
21388;Moyanodeburt;Moyanodeburt
8817;Roytraver;Roytraver
2309;Mr.;Spock
20193;Yakushima;Yakushima
3396;Muazzez;Muazzez
10542;Ruckers;Ruckers
5568;Mufson;Mufson
18294;Rudenko;Rudenko
11087;Yamasakimakoto;Yamasakimakoto
5124;Muraoka;Muraoka
8149;Ruff;Ruff
2982;Muriel;Muriel
16164;Yangli;Yangli
34261;Musharahman;Musharahman
24439;Yanney;Yanney
14449;Myogizinzya;Myogizinzya
4662;Runk;Runk
6462;Myougi;Myougi
1953;Rupertwildt;Rupertwildt
33799;Myra;Myra
3516;Rusheva;Rusheva
29490;Myslbek;Myslbek
1762;Russell;Russell
;"name=""N"">";-8210
5886;Rutger;Rutger
7232;Nabokov;Nabokov
2518;Rutllant;Rutllant
38960;Yeungchihung;Yeungchihung
2071;Nadezhda;Nadezhda
11135;Ryokami;Ryokami
18887;Yiliuchen;Yiliuchen
18467;Nagatatsu;Nagatatsu
5343;Ryzhov;Ryzhov
10715;Nagler;Nagler
239672;SOFIA;SOFIA
5909;Nagoya;Nagoya
665;Sabine;Sabine
33118;Naiknaware;Naiknaware
4160;Sabrina-John;Sabrina-John
22719;Nakadori;Nakadori
18360;Sachs;Sachs
118230;Sado;Sado
4745;Nancymarie;Nancymarie
4606;Saheki;Saheki
2918;Salazar;Salazar
15716;Narahara;Narahara
6167;Narmanskij;Narmanskij
12789;Salvadoraguirre;Salvadoraguirre
9126;Samcoulson;Samcoulson
20591;Sameergupta;Sameergupta
16211;Samirsur;Samirsur
32623;Samuelkahn;Samuelkahn
6216;San;Jose
1288;Santa;Santa
275;Sapientia;Sapientia
21818;Yurkanin;Yurkanin
13860;Neely;Neely
6800;Saragamine;Saragamine
28049;Yvonnealex;Yvonnealex
14154;Negrelli;Negrelli
5043;Zadornov;Zadornov
1462;Zamenhof;Zamenhof
151430;Nemunas;Nemunas
3834;Zappafrank;Zappafrank
18453;Nishiyamayukio;Nishiyamayukio
7999;Nesvorny;"Nesvorn&#253;"
52270;Noamchomsky;Noamchomsky
8750;Nettarufina;Nettarufina
24052;Nguyen;Nguyen
21572;Nguyen-McCarty;Nguyen-McCarty
5135;Nibutani;Nibutani
6365;Nickschneider;Nickschneider
30388;Nicolejustice;Nicolejustice
10155;Numaguti;Numaguti
34326;Zhaurova;Zhaurova
5313;Nunes;Nunes
2132;Zhukov;Zhukov
3908;Nyx;Nyx
4927;O'Connell;O'Connell
11485;Zinzendorf;Zinzendorf
9236;Obermair;Obermair
11481;Znannya;Znannya
9914;Obukhova;Obukhova
130127;Zoltanfarkas;Zoltanfarkas
6024;Ochanomizu;Ochanomizu
17051;Oflynn;Oflynn
189011;Ogmios;Ogmios
61189;Ohsadaharu;Ohsadaharu
3626;Ohsaki;Ohsaki
5868;Ohta;Ohta
2667;Oikawa;Oikawa
58096;Oineus;Oineus
6737;Okabayashi;Okabayashi
8062;Okhotsymskij;Okhotsymskij
13688;Oklahoma;Oklahoma
23775;Okudaira;Okudaira
11959;Okunokeno;Okunokeno
16402;Olgapopova;Olgapopova
12166;Oliverherrmann;Oliverherrmann
27593;Oliviamarie;Oliviamarie
2201;Oljato;Oljato
22754;Olympus;Olympus
9375;Omodaka;Omodaka
7204;Ondrejov;"Ond&#345;ejov"
289992;Onfray;Onfray
4353;Onizaki;Onizaki
90732;Opdebeeck;Opdebeeck
67085;Oppenheimer;Oppenheimer
58095;Oranienstein;Oranienstein
127516;Oravetz;Oravetz
291849;Orchestralondon;Orchestralondon
27709;Orenburg;Orenburg
701;Oriola;Oriola
330836;Orius;Orius
11585;Orlandelassus;Orlandelassus
34252;Orlovsky;Orlovsky
2517;Orma;Orma
17546;Osadakentaro;Osadakentaro
19310;Osawa;Osawa
12258;Oscarwilde;Oscarwilde
5592;Oshima;Oshima
750;Oskar;Oskar
30153;Ostrander;Ostrander
1126;Otero;Otero
401;Ottilia;Ottilia
381260;Ouellette;Ouellette
8919;Ouyangziyuan;Ouyangziyuan
19392;Oyamada;Oyamada
6839;Ozenuma;Ozenuma
19754;Paclements;Paclements
11755;Paczynski;Paczynski
1061;Paeonia;Paeonia
1032;Pafuri;Pafuri
3807;Pagels;Pagels
1921;Pala;Pala
17970;Palepu;Palepu
11970;Palitzsch;Palitzsch
8977;Paludicola;Paludicola
14157;Pamelasobey;Pamelasobey
33249;Pamelasvenson;Pamelasvenson
185150;Panevezys;Panevezys
2378;Pannekoek;Pannekoek
1444;Pannonia;Pannonia
4754;Panthoos;Panthoos
151697;Paolobattaini;Paolobattaini
471;Papagena;Papagena
3963;Paradzhanov;Paradzhanov
1779;Parana;"Paran&#225;"
5298;Paraskevopoulos;Paraskevopoulos
12506;Pariser;Pariser
5585;Parks;Parks
25384;Partizanske;"Partiz&#225;nske"
19810;Partridge;Partridge
11669;Pascalscholl;Pascalscholl
21719;Pasricha;Pasricha
34181;Patnaik;Patnaik
23214;Patrickchen;Patrickchen
5919;Patrickmartin;Patrickmartin
316028;Patrickwils;Patrickwils
30347;Pattyhunt;Pattyhunt
255598;Paullauterbur;Paullauterbur
153298;Paulmyers;Paulmyers
28551;Paulomi;Paulomi
23059;Paulpaino;Paulpaino
3612;Peale;Peale
12306;Pebronstein;Pebronstein
18460;Peckova;"Peckov&#225;"
18242;Peebles;Peebles
9004;Peekaydee;Peekaydee
22281;Popescu;Popescu
3074;Popov;Popov
365761;Popovici;Popovici
1636;Porter;Porter
3933;Portugal;Portugal
4341;Poseidon;Poseidon
13129;Poseidonios;Poseidonios
88875;Posky;Posky
6954;Potemkin;Potemkin
5816;Potsdam;Potsdam
12753;Povenmire;Povenmire
420356;Praamzius;Praamzius
15890;Prachatice;Prachatice
18116;Prato;Prato
2896;Preiss;Preiss
24994;Prettyman;Prettyman
10293;Pribina;Pribina
46731;Prieurblanc;Prieurblanc
171171;Prior;Prior
2137;Priscilla;Priscilla
33580;Priyankajain;Priyankajain
6681;Prokopovich;Prokopovich
1809;Prometheus;Prometheus
7292;Prosperin;Prosperin
4474;Proust;Proust
261;Prymno;Prymno
15669;Pshenichner;Pshenichner
4579;Puccini;Puccini
32096;Puckett;Puckett
39571;Puckler;"P&#252;ckler"
77138;Puiching;Puiching
22880;Pulaski;Pulaski
18617;Puntel;Puntel
4040;Purcell;Purcell
2208;Pushkin;Pushkin
96189;Pygmalion;Pygmalion
2720;Pyotr;Pervyj
5283;Pyrrhus;Pyrrhus
6143;Pythagoras;Pythagoras
22283;Pytheas;Pytheas
20278;Qileihang;Qileihang
50000;Quaoar;Quaoar
28275;Quoc-Bao;Quoc-Bao
34204;Quryshi;Quryshi
3184;Raab;Raab
1624;Rabe;Rabe
8995;Rachelstevenson;Rachelstevenson
32314;Rachelzhang;Rachelzhang
11051;Racine;Racine
1420;Radcliffe;Radcliffe
29776;Radzhabov;Radzhabov
3923;Radzievskij;Radzievskij
1839;Ragazza;Ragazza
33581;Rajeevjha;Rajeevjha
18028;Ramchandani;Ramchandani
3163;Randi;Randi
72633;Randygroth;Randygroth
9308;Randyrose;Randyrose
44473;Randytatum;Randytatum
140620;Raoulwallenberg;Raoulwallenberg
5774;Ratliff;Ratliff
290129;Ratzlaszlo;"R&#225;tzl&#225;szl&#243;"
20291;Raumurthy;Raumurthy
197189;Raymond;Raymond
7433;Pellegrini;Pellegrini
22542;Pendri;Pendri
201;Penelope;Penelope
14134;Penkala;Penkala
171458;Pepaprats;Pepaprats
6620;Peregrina;Peregrina
7989;Pernadavide;Pernadavide
23011;Petach;Petach
21640;Petekirkland;Petekirkland
25710;Petelandgren;Petelandgren
128022;Peterantreasian;Peterantreasian
8280;Petergruber;Petergruber
58217;Peterhebel;Peterhebel
100007;Peters;Peters
43804;Peterting;Peterting
21473;Petesullivan;Petesullivan
31416;Peteworden;Peteworden
830;Petropolitana;Petropolitana
296;Phaetusa;"Pha&#235;tusa"
2357;Phereclos;Phereclos
20270;Phildeutsch;Phildeutsch
78383;Philmassey;Philmassey
4221;Picasso;Picasso
1392;Pierre;Pierre
372573;Pietromenga;Pietromenga
52558;Pigafetta;Pigafetta
17025;Pilachowski;Pilachowski
4368;Pillmore;Pillmore
6521;Pina;Pina
19497;Pineda;Pineda
12095;Pinel;Pinel
175583;Pingtung;Pingtung
7976;Pinigin;Pinigin
12470;Pinotti;Pinotti
33103;Pintar;Pintar
296987;Piotrflin;Piotrflin
648;Pippa;Pippa
3228;Pire;Pire
17832;Pitman;Pitman
7377;Pizzarello;Pizzarello
1069;Planckia;Planckia
11966;Plateau;Plateau
5999;Plescia;Plescia
12246;Pliska;Pliska
134160;Pluis;Pluis
2613;Plzen;"Plze&#328;"
12823;Pochintesta;Pochintesta
39864;Poggiali;Poggiali
12284;Pohl;Pohl
27328;Pohlonski;Pohlonski
12874;Poisson;Poisson
4940;Polenov;Polenov
24847;Polesny;"Polesn&#253;"
13151;Polino;Polino
12168;Polko;Polko
2006;Polonskaya;Polonskaya
2350;von;Lude
21891;Andreabocelli;Andreabocelli
7813;Anderserikson;Anderserikson
266465;Andalucia;Andalucia
42403;Andraimon;Andraimon
10719;Andamar;Andamar
2788;Andenne;Andenne
7060;Al-'Ijliya;Al-'Ijliya
19718;Albertjarvis;Albertjarvis
21395;Albertofilho;Albertofilho
10186;Albeniz;"Alb&#233;niz"
5576;Albanese;Albanese
175166;Adirondack;Adirondack
101432;Adamwest;Adamwest
812;Adele;Adele
21483;Abdulrasool;Abdulrasool
1390;Abastumani;Abastumani
5379;Abehiroshi;Abehiroshi
17023;Abbott;Abbott
23895;Akikonakamura;Akikonakamura
16999;Ajstewart;Ajstewart
5355;Akihiro;Akihiro
249302;Ajoie;Ajoie
26737;Adambradley;Adambradley
7803;Adachi;Adachi
12787;Abetadashi;Abetadashi
3409;Abramov;Abramov
5782;Akirafujiwara;Akirafujiwara
8232;Akiramizuno;Akiramizuno
2153;Akiyama;Akiyama
5679;Akkado;Akkado
8182;Akita;Akita
3787;Aivazovskij;Aivazovskij
1404;Ajax;Ajax
645;Agrippina;Agrippina
12848;Agostino;Agostino
847;Agnia;Agnia
3771;Alexejtolstoj;Alexejtolstoj
21986;Alexanduribe;Alexanduribe
34144;Alexandersun;Alexandersun
296907;Alexander;Alexander
23162;Alexcrook;Alexcrook
22517;Alexzanardi;Alexzanardi
129068;Alexmay;Alexmay
32008;Adriangalad;"Adri&#225;ngal&#225;d"
163255;Adrianhill;Adrianhill
69231;Alettajacobs;Alettajacobs
9933;Alekseev;Alekseev
5185;Alerossi;Alerossi
243381;Alessio;Alessio
12061;Alena;Alena
13185;Agasthenes;Agasthenes
2876;Aeschylus;Aeschylus
22993;Aferrari;Aferrari
7366;Agata;Agata
13058;Alfredstevens;Alfredstevens
1778;Alfven;"Alfv&#233;n"
15819;Alisterling;Alisterling
32579;Allendavia;Allendavia
887;Alinda;Alinda
8477;Andrejkiselev;Andrejkiselev
121327;Andreweaker;Andreweaker
79353;Andrewalday;Andrewalday
5761;Andreivanov;Andreivanov
10385;Amaterasu;Amaterasu
6247;Amanogawa;Amanogawa
9667;Amastrinc;Amastrinc
19183;Amati;Amati
1035;Amata;Amata
23792;Alyssacook;Alyssacook
16788;Alyssarose;Alyssarose
19467;Amandanagy;Amandanagy
7248;Alvsjo;"&#196;lvsj&#246;"
181483;Ampleforth;Ampleforth
2948;Amosov;Amosov
7468;Anfimov;Anfimov
24274;Alliswheeler;Alliswheeler
3045;Alois;Alois
7269;Alprokhorov;Alprokhorov
31922;Alsharif;Alsharif
4857;Altgamia;Altgamia
10478;Alsabti;Alsabti
955;Alstede;Alstede
26266;Andrewmerrill;Andrewmerrill
173872;Andrewwest;Andrewwest
30193;Annikaurban;Annikaurban
2839;Annette;Annette
18263;Anchialos;Anchialos
31635;Anandarao;Anandarao
20477;Anastroda;Anastroda
3848;Analucia;Analucia
1173;Anchises;Anchises
234750;Amymainzer;Amymainzer
11945;Amsterdam;Amsterdam
17452;Amurreka;Amurreka
8289;An-Eefje;An-Eefje
19860;Anahtar;Anahtar
3554;Amun;Amun
28822;Angelabarker;Angelabarker
129151;Angelaboggs;Angelaboggs
26002;Angelayeung;Angelayeung
28503;Angelazhang;Angelazhang
16132;Angelakim;Angelakim
31838;Angelarob;Angelarob
27110;Annemaryvonne;Annemaryvonne
34193;Annakoonce;Annakoonce
12617;Angelusilesius;Angelusilesius
28428;Ankurvaishnav;Ankurvaishnav
213269;Angelbarbero;Angelbarbero
42487;Angstrom;"&#197;ngstr&#246;m"
3160;Angerhofer;Angerhofer
18102;Angrilli;Angrilli
9011;Angelou;Angelou
9560;Anguita;Anguita
211374;Anthonyrose;Anthonyrose
129;Antigone;Antigone
8435;Anser;Anser
400308;Antonkutter;Antonkutter
1583;Antilochus;Antilochus
1294;Antwerpia;Antwerpia
13463;Antiphos;Antiphos
12580;Antonini;Antonini
3686;Antoku;Antoku
14622;Arcadiopoveda;Arcadiopoveda
33607;Archanamurali;Archanamurali
6645;Arcetri;Arcetri
4718;Araki;Araki
8836;Aquifolium;Aquifolium
849;Ara;Ara
3376;Armandhammer;Armandhammer
30008;Aroncoraor;Aroncoraor
6469;Armstrong;Armstrong
780;Armenia;Armenia
344000;Astropolis;Astropolis
672;Astarte;Astarte
5;Astraea;Astraea
1128;Astrid;Astrid
129333;Ashleylancaster;Ashleylancaster
27375;Asirvatham;Asirvatham
5020;Asimov;Asimov
4894;Ask;Ask
6535;Archipenko;Archipenko
197;Arete;Arete
19952;Ashkinazi;Ashkinazi
9887;Ashikaga;Ashikaga
2313;Aruna;Aruna
8747;Asahi;Asahi
62190;Augusthorch;Augusthorch
19602;Austinminor;Austinminor
75564;Audubon;Audubon
4238;Audrey;Audrey
1480;Aunus;Aunus
2934;Aristophanes;Aristophanes
33282;Arjunramani;Arjunramani
3999;Aristarchus;Aristarchus
34307;Arielhaas;Arielhaas
434453;Ayerdhal;Ayerdhal
8588;Avosetta;Avosetta
5097;Axford;Axford
1827;Atkinson;Atkinson
31725;Anushazaman;Anushazaman
200003;Aokeda;Aokeda
11258;Aoyama;Aoyama
3810;Aoraki;Aoraki
2061;Anza;Anza
5337;Aoki;Aoki
230;Athamantis;Athamantis
730;Athanasia;Athanasia
259387;Atauta;Atauta
7590;Aterui;Aterui
4077;Asuka;Asuka
111;Ate;Ate
25212;Ayushgupta;Ayushgupta
95593;Azusienis;Azusienis
5681;Bakulev;Bakulev
160001;Bakonybel;"Bakonyb&#233;l"
2700;Baikonur;Baikonur
5386;Bajaja;Bajaja
9017;Babadzhanyan;Babadzhanyan
17967;Bacampbell;Bacampbell
856;Backlunda;Backlunda
15417;Babylon;Babylon
6524;Baalke;Baalke
4400;Bagryana;Bagryana
4569;Baerbel;Baerbel
13206;Baer;Baer
52341;Ballmann;Ballmann
4808;Ballaero;Ballaero
11277;Ballard;Ballard
11668;Balios;Balios
770;Bali;Bali
1074;Beljawskya;Beljawskya
9612;Belgorod;Belgorod
19678;Belczyk;Belczyk
222403;Bethchristie;Bethchristie
154938;Besserman;Besserman
196807;Beshore;Beshore
21506;Betsill;Betsill
332324;Bobmcdonald;Bobmcdonald
28802;Boborino;Boborino
6641;Bobross;Bobross
9116;Billhamilton;Billhamilton
15846;Billfyfe;Billfyfe
10857;Bluthner;"Bl&#252;thner"
12014;Bobhawkes;Bobhawkes
5871;Bobbell;Bobbell
91275;Billsmith;Billsmith
15896;Birkhoff;Birkhoff
2029;Binomi;Binomi
17286;Bisei;Bisei
12162;Bilderdijk;Bilderdijk
6742;Biandepei;Biandepei
205424;Bibracte;Bibracte
4620;Bickley;Bickley
5372;Bikki;Bikki
8553;Bradsmith;Bradsmith
33463;Bettinagregg;Bettinagregg
378204;Bettyhesser;Bettyhesser
21351;Bhagwat;Bhagwat
318723;Bialas;Bialas
7382;Bozhenkova;Bozhenkova
3430;Bradfield;Bradfield
10645;Brac;"Bra&#269;"
11102;Bertorighini;Bertorighini
15908;Bertoni;Bertoni
16002;Bertin;Bertin
156880;Bernardtregon;Bernardtregon
247553;Berndpauli;Berndpauli
372305;Bourdeille;Bourdeille
29361;Botticelli;Botticelli
73520;Boslough;Boslough
2337;Boubin;"Boub&#237;n"
4673;Bortle;Bortle
33838;Brandabaker;Brandabaker
12147;Bramante;Bramante
6429;Brancusi;Brancusi
31015;Boccardi;Boccardi
31639;Bodoni;Bodoni
29483;Boeker;Boeker
3839;Bogaevskij;Bogaevskij
6685;Boitsov;Boitsov
2338;Bokhan;Bokhan
4794;Bogard;Bogard
9262;Bordovitsyna;Bordovitsyna
3075;Bornmann;Bornmann
33550;Blackburn;Blackburn
11207;Black;Black
26969;Biver;Biver
9434;Bokusen;Bokusen
7858;Bolotov;Bolotov
36036;Bonucci;Bonucci
361;Bononia;Bononia
6587;Brassens;Brassens
7887;Bratfest;Bratfest
1168;Brandia;Brandia
6517;Buzzi;Buzzi
100050;Carloshernandez;Carloshernandez
133756;Carinajohnson;Carinajohnson
4121;Carlin;Carlin
1470;Carla;Carla
325973;Cardinal;Cardinal
7680;Cari;Cari
8078;Carolejordan;Carolejordan
6605;Carmontelle;Carmontelle
5531;Carolientje;Carolientje
558;Carmen;Carmen
11965;Catullus;Catullus
1116;Catriona;Catriona
3315;Chant;Chant
15969;Charlesgreen;Charlesgreen
23707;Chambliss;Chambliss
2562;Chaliapin;Chaliapin
8857;Cercidiphyllum;Cercidiphyllum
57879;Cesarechiosi;Cesarechiosi
6802;Cernovice;"&#268;ernovice"
86043;Cevennes;"C&#233;vennes"
79144;Cervantes;Cervantes
1333;Cevenola;Cevenola
25706;Cekoscielski;Cekoscielski
27618;Ceilierin;Ceilierin
13145;Cavezzo;Cavezzo
10931;Ceccano;Ceccano
3305;Ceadams;Ceadams
11073;Cavell;Cavell
7739;Cech;"&#268;ech"
133528;Ceragioli;Ceragioli
12618;Cellarius;Cellarius
4169;Celsius;Celsius
23284;Celik;Celik
3782;Celle;Celle
8411;Celso;Celso
231555;Christianeurda;Christianeurda
69460;Christibarnard;Christibarnard
1698;Christophe;Christophe
6014;Chribrenmark;Chribrenmark
34081;Chowkitmun;Chowkitmun
30161;Chrepta;Chrepta
29609;Claudiahuang;Claudiahuang
3118;Claytonsmith;Claytonsmith
20237;Clavius;Clavius
25905;Clerico;Clerico
129026;Conormcmenamin;Conormcmenamin
5032;Conradhirsh;Conradhirsh
13770;Commerson;Commerson
504;Cora;Cora
15967;Clairearmstrong;Clairearmstrong
9592;Clairaut;Clairaut
72632;Coralina;Coralina
6672;Corot;Corot
4276;Clifford;Clifford
48960;Clouet;Clouet
24087;Ciambetti;Ciambetti
25095;Churinov;Churinov
3429;Chuvaev;Chuvaev
142757;Collinge;Collinge
8963;Collurio;Collurio
10677;Colucci;Colucci
1655;Comas;Sola
237;Coelestina;Coelestina
1764;Cogshall;Cogshall
2939;Coconino;Coconino
5569;Colby;Colby
3177;Chillicothe;Chillicothe
9153;Chikurinji;Chikurinji
30117;Childress;Childress
14004;Chikama;Chikama
33522;Chizumimaeta;Chizumimaeta
21827;Chingzhu;Chingzhu
273262;Cottam;Cottam
1898;Cowell;Cowell
273994;Cinqueterre;Cinqueterre
7605;Cindygraber;Cindygraber
1373;Cincinnati;Cincinnati
18845;Cichocki;Cichocki
70710;Chuckfellows;Chuckfellows
24259;Chriswalker;Chriswalker
42522;Chuckberry;Chuckberry
202;Chryseis;"Chryse&#239;s"
8515;Corvan;Corvan
18192;Craigwallace;Craigwallace
155270;Dianawheeler;Dianawheeler
28688;Diannerister;Diannerister
278225;Didierpelat;Didierpelat
2389;Dibaj;Dibaj
15321;Donnadean;Donnadean
3905;Doppler;Doppler
668;Dora;Dora
4142;Dersu-Uzala;Dersu-Uzala
11763;Deslandres;Deslandres
23409;Derzhavin;Derzhavin
52294;Detlef;Detlef
28722;Dhruviyer;Dhruviyer
2109;Dhotel;Dhotel
12178;Dhani;Dhani
20553;Donaldhowk;Donaldhowk
24899;Dominiona;Dominiona
4020;Dominique;Dominique
3450;Dommanget;Dommanget
13330;Dondavis;Dondavis
32052;Diyamathur;Diyamathur
14313;Dodaira;Dodaira
6363;Doggett;Doggett
8217;Dominikhasek;"Dominikha&#353;ek"
7223;Dolgorukij;Dolgorukij
19769;Dolyniuk;Dolyniuk
4975;Dohmoto;Dohmoto
264150;Dolops;Dolops
10989;Dolios;Dolios
129053;Derekshannon;Derekshannon
27493;Derikesibill;Derikesibill
12566;Derichardson;Derichardson
128315;Dereknelson;Dereknelson
280642;Doubs;Doubs
3671;Dionysus;Dionysus
6776;Dix;Dix
19999;Depardieu;Depardieu
12267;Denneau;Denneau
358894;Demetrescu;Demetrescu
11429;Demodokus;Demodokus
349;Dembowska;Dembowska
1848;Delvaux;Delvaux
196938;Delgordon;Delgordon
11147;Delmas;Delmas
6466;Drewesquivel;Drewesquivel
6317;Dreyfus;Dreyfus
12494;Doughamilton;Doughamilton
128389;Dougleland;Dougleland
90817;Doylehall;Doylehall
12498;Dragesco;Dragesco
9022;Drake;Drake
19119;Dimpna;Dimpna
10088;Digne;Digne
10310;Delacroix;Delacroix
15008;Delahodde;Delahodde
3002;Delasalle;Delasalle
48415;Dehio;Dehio
121637;Druscillaperry;Druscillaperry
1621;Druzhba;Druzhba
39712;Ehimedaigaku;Ehimedaigaku
151659;Egerszegi;Egerszegi
8450;Egorov;Egorov
29641;Kaikloepfer;Kaikloepfer
1519;Kajaani;Kajaani
4610;Kajov;"K&#225;jov"
2894;Kakhovka;Kakhovka
5976;Kalatajean;Kalatajean
82092;Kalocsa;Kalocsa
21393;Kalygeringer;Kalygeringer
12796;Kamenrider;Kamenrider
105675;Kamiukena;Kamiukena
14888;Kanazawashi;Kanazawashi
17940;Kandyjarvis;Kandyjarvis
9044;Kaoru;Kaoru
24352;Kapilrama;Kapilrama
818;Kapteynia;Kapteynia
287787;Karady;"Kar&#225;dy"
3800;Karayusuf;Karayusuf
11431;Karelbosscha;Karelbosscha
2651;Karen;Karen
24734;Kareness;Kareness
2807;Karl;Marx
129330;Karlharshman;Karlharshman
2288;Karolinum;Karolinum
32250;Karthik;Karthik
1828;Kashirina;Kashirina
32145;Katberman;Katberman
26273;Kateschafer;Kateschafer
2612;Kathryn;Kathryn
30375;Kathuang;Kathuang
27296;Kathyhurd;Kathyhurd
5914;Kathywhaler;Kathywhaler
33270;Katiecrysup;Katiecrysup
154660;Kavelaars;Kavelaars
37720;Kawanishi;Kawanishi
4910;Kawasato;Kawasato
21829;Kaylacornale;Kaylacornale
4421;Kayor;Kayor
3477;Kazbegi;Kazbegi
5811;Keck;Keck
27238;Keenanmonks;Keenanmonks
8725;Keiko;Keiko
46442;Keithtritton;Keithtritton
5938;Keller;Keller
4477;Kelley;Kelley
9530;Kelleymichael;Kelleymichael
5933;Kemurdzhian;Kemurdzhian
33898;Kendra;Kendra
8743;Keneke;"K&#232;neke"
22580;Kenkaplan;Kenkaplan
22422;Kenmount;Hill
133074;Kenshamordola;Kenshamordola
8375;Kenzokohno;Kenzokohno
318694;Keszthelyi;Keszthelyi
5936;Khadzhinov;Khadzhinov
325436;Khlebov;Khlebov
26685;Khojandi;Khojandi
470;Kilia;Kilia
2305;King;King
11778;Kingsford;Smith
22852;Kinney;Kinney
10569;Kinoshitamasao;Kinoshitamasao
2566;Kirghizia;Kirghizia
6764;Kirillavrov;Kirillavrov
19589;Kirkland;Kirkland
7954;Kitao;Kitao
13028;Klaustschira;Klaustschira
11868;Kleinrichert;Kleinrichert
3921;Klement'ev;Klement'ev
19763;Klimesh;Klimesh
30725;Klimov;Klimov
84;Klio;Klio
9578;Klyazma;Klyazma
159826;Knapp;Knapp
7238;Kobori;Kobori
48934;Kocanova;"Ko&#269;anov&#225;"
75063;Koestler;Koestler
7430;Kogure;Kogure
14047;Kohichiro;Kohichiro
3644;Kojitaku;Kojitaku
74370;Kolarjan;"Kol&#225;&#345;jan"
7315;Kolbe;Kolbe
2467;Kollontai;Kollontai
8827;Kollwitz;Kollwitz
269251;Kolomna;Kolomna
6246;Komurotoru;Komurotoru
284891;Kona;Kona
11254;Konkohekisui;Konkohekisui
1445;Konkolya;Konkolya
2008;Konstitutsiya;Konstitutsiya
12242;Koon;Koon
34246;Kopparapu;Kopparapu
1505;Koranna;Koranna
18322;Korokan;Korokan
3835;Korolenko;Korolenko
6128;Lasorda;Lasorda
13740;Lastrucci;Lastrucci
3135;Lauer;Lauer
48909;Laurake;Laurake
2865;Laurel;Laurel
5107;Laurenbacall;Laurenbacall
33875;Laurencooney;Laurencooney
5819;Lauretta;Lauretta
10215;Lavilledemirmont;Lavilledemirmont
6826;Lavoisier;Lavoisier
17079;Lavrovsky;Lavrovsky
25326;Lawrencesun;Lawrencesun
29987;Lazhang;Lazhang
16414;Le;Procope
96623;Leani;Leani
5383;Leavitt;Leavitt
5076;Lebedev-Kumach;Lebedev-Kumach
18100;Lebreton;Lebreton
29656;Leejoseph;Leejoseph
3443;Leetsungdao;Leetsungdao
26909;Lefschetz;Lefschetz
1261;Legia;Legia
16265;Lemay;Lemay
7400;Lenau;Lenau
30166;Leodeng;Leodeng
9082;Leonardmartin;Leonardmartin
18750;Leonidakimov;Leonidakimov
29464;Leonmis;"Leonmi&#353;"
844;Leontina;Leontina
4741;Leskov;Leskov
5571;Lesliegreen;Lesliegreen
17242;Leslieyoung;Leslieyoung
68;Leto;Leto
32618;Leungkamcheung;Leungkamcheung
12473;Levi-Civita;Levi-Civita
204831;Levski;Levski
13609;Lewicki;Lewicki
17579;Lewkopelew;Lewkopelew
18747;Lexcen;Lexcen
